timestamp,crapaud,grenouille,triton
1489037851.0,0.0,0.0,1.0
1489037852.0,0.0,0.0,1.0
1489037853.0,0.0,0.0,1.0
1489037854.0,0.0,0.0,1.0
1489037855.0,0.0,0.0,1.0
1489037856.0,0.0,0.0,1.0
1489037857.0,0.0,0.0,1.0
1489037858.0,0.0,0.0,1.0
1489037859.0,0.0,0.0,1.0
1489037860.0,0.0,0.0,1.0
1489037861.0,0.0,0.0,1.0
1489037862.0,0.0,0.0,1.0
1489037863.0,0.0,0.0,1.0
1489037864.0,0.0,0.0,1.0
1489037865.0,0.0,0.0,1.0
1489037866.0,0.0,0.0,1.0
1489037867.0,0.0,0.0,1.0
1489037868.0,0.0,0.0,1.0
1489037869.0,0.0,0.0,1.0
1489037870.0,0.0,0.0,1.0
1489044031.0,0.0,1.0,0.0
1489044032.0,0.0,1.0,0.0
1489044033.0,0.0,1.0,0.0
1489044034.0,0.0,1.0,0.0
1489044035.0,0.0,1.0,0.0
1489044036.0,0.0,1.0,0.0
1489044037.0,0.0,1.0,0.0
1489089675.0,0.0,0.0,1.0
1489089676.0,0.0,0.0,1.0
1489089677.0,0.0,0.0,1.0
1489089678.0,0.0,0.0,1.0
1489089679.0,0.0,0.0,1.0
1489089680.0,0.0,0.0,1.0
1489089681.0,0.0,0.0,1.0
1489089682.0,0.0,0.0,1.0
1489089683.0,0.0,0.0,1.0
1489089684.0,0.0,0.0,1.0
1489089685.0,0.0,0.0,1.0
1489089686.0,0.0,0.0,1.0
1489089687.0,0.0,0.0,1.0
1489089688.0,0.0,0.0,1.0
1489089689.0,0.0,0.0,1.0
1489095164.0,1.0,0.0,0.0
1489095165.0,1.0,0.0,0.0
1489095166.0,1.0,0.0,0.0
1489095167.0,1.0,0.0,0.0
1489095168.0,1.0,0.0,0.0
1489095169.0,1.0,0.0,0.0
1489095170.0,1.0,0.0,0.0
1489095171.0,1.0,0.0,0.0
1489095172.0,1.0,0.0,0.0
1489096898.0,1.0,0.0,0.0
1489096899.0,1.0,0.0,0.0
1489096900.0,1.0,0.0,0.0
1489096901.0,1.0,0.0,0.0
1489096902.0,1.0,0.0,0.0
1489096903.0,1.0,0.0,0.0
1489096904.0,1.0,0.0,0.0
1489096905.0,1.0,0.0,0.0
1489097670.0,0.0,1.0,0.0
1489097671.0,0.0,1.0,0.0
1489097672.0,0.0,1.0,0.0
1489097673.0,0.0,1.0,0.0
1489097674.0,0.0,1.0,0.0
1489097675.0,0.0,1.0,0.0
1489097676.0,0.0,0.0,0.0
1489097677.0,0.0,0.0,0.0
1489097678.0,0.0,0.0,0.0
1489097679.0,0.0,0.0,0.0
1489102852.0,0.0,1.0,0.0
1489102853.0,0.0,1.0,0.0
1489102854.0,0.0,1.0,0.0
1489102855.0,0.0,1.0,0.0
1489102856.0,0.0,1.0,0.0
1489102857.0,0.0,1.0,0.0
1489102858.0,0.0,1.0,0.0
1489265558.0,0.0,0.0,1.0
1489265559.0,0.0,0.0,1.0
1489265560.0,0.0,0.0,1.0
1489265561.0,0.0,0.0,1.0
1489265562.0,0.0,0.0,1.0
1489265563.0,0.0,0.0,1.0
1489265564.0,0.0,0.0,1.0
1489346235.0,0.0,1.0,0.0
1489346236.0,0.0,1.0,0.0
1489346237.0,0.0,1.0,0.0
1489346238.0,0.0,1.0,0.0
1489346239.0,0.0,1.0,0.0
1489346240.0,0.0,1.0,0.0
1489346241.0,0.0,1.0,0.0
1489346242.0,0.0,1.0,0.0
1489346243.0,0.0,1.0,0.0
1489346244.0,0.0,1.0,0.0
1489513495.0,0.0,0.0,0.0
1489513496.0,0.0,0.0,0.0
1489513497.0,0.0,0.0,0.0
1489513498.0,0.0,0.0,0.0
1489513499.0,0.0,0.0,0.0
1489762625.0,0.0,0.0,0.0
1489762626.0,0.0,0.0,0.0
1489762627.0,0.0,0.0,0.0
1489762628.0,0.0,0.0,0.0
1489762629.0,0.0,0.0,0.0
1489762630.0,0.0,0.0,0.0
1489762631.0,0.0,0.0,0.0
1489762632.0,0.0,0.0,0.0
1489762633.0,0.0,0.0,0.0
1489762634.0,0.0,0.0,0.0
1489762635.0,0.0,0.0,0.0
1489762918.0,0.0,0.0,0.0
1489762919.0,0.0,0.0,0.0
1489762920.0,0.0,0.0,0.0
1489762921.0,0.0,0.0,0.0
1489762922.0,0.0,0.0,0.0
1489764134.0,0.0,0.0,0.0
1489764135.0,0.0,0.0,0.0
1489764136.0,0.0,0.0,0.0
1489764137.0,0.0,0.0,0.0
1489764138.0,0.0,0.0,0.0
1489764139.0,0.0,0.0,0.0
1489765153.0,0.0,0.0,0.0
1489765154.0,0.0,0.0,0.0
1489765155.0,0.0,0.0,0.0
1489765156.0,0.0,0.0,0.0
1489765157.0,0.0,0.0,0.0
1489765158.0,0.0,0.0,0.0
1489765164.0,0.0,0.0,0.0
1489765165.0,0.0,0.0,0.0
1489765166.0,0.0,0.0,0.0
1489765167.0,0.0,0.0,0.0
1489765168.0,0.0,0.0,0.0
1489765169.0,0.0,0.0,0.0
1489765170.0,0.0,0.0,0.0
1489765223.0,0.0,0.0,0.0
1489765224.0,0.0,0.0,0.0
1489765225.0,0.0,0.0,0.0
1489765226.0,0.0,0.0,0.0
1489765227.0,0.0,0.0,0.0
1489767784.0,0.0,0.0,0.0
1489767785.0,0.0,0.0,0.0
1489767786.0,0.0,0.0,0.0
1489767787.0,0.0,0.0,0.0
1489767788.0,0.0,0.0,0.0
1489767937.0,0.0,0.0,0.0
1489767938.0,0.0,0.0,0.0
1489767939.0,0.0,0.0,0.0
1489767940.0,0.0,0.0,0.0
1489767941.0,0.0,0.0,0.0
1489767942.0,0.0,0.0,0.0
1489767943.0,0.0,0.0,0.0
1489767944.0,0.0,0.0,0.0
1489767945.0,0.0,0.0,0.0
1489769753.0,0.0,0.0,0.0
1489769754.0,0.0,0.0,0.0
1489769755.0,0.0,0.0,0.0
1489769756.0,0.0,0.0,0.0
1489769757.0,0.0,0.0,0.0
1489770622.0,0.0,0.0,0.0
1489770623.0,0.0,0.0,0.0
1489770624.0,0.0,0.0,0.0
1489770625.0,0.0,0.0,0.0
1489770626.0,0.0,0.0,0.0
1489770627.0,0.0,0.0,0.0
1489770628.0,0.0,0.0,0.0
1489770629.0,0.0,0.0,0.0
1489770630.0,0.0,0.0,0.0
1489770631.0,0.0,0.0,0.0
1489770632.0,0.0,0.0,0.0
1489770633.0,0.0,0.0,0.0
1489770634.0,0.0,0.0,0.0
1489771310.0,0.0,0.0,0.0
1489771311.0,0.0,0.0,0.0
1489771312.0,0.0,0.0,0.0
1489771313.0,0.0,0.0,0.0
1489771314.0,0.0,0.0,0.0
1489771315.0,0.0,0.0,0.0
1489771378.0,0.0,0.0,0.0
1489771379.0,0.0,0.0,0.0
1489771380.0,0.0,0.0,0.0
1489771381.0,0.0,0.0,0.0
1489771382.0,0.0,0.0,0.0
1489771383.0,0.0,0.0,0.0
1489772227.0,0.0,0.0,0.0
1489772228.0,0.0,0.0,0.0
1489772229.0,0.0,0.0,0.0
1489772230.0,0.0,0.0,0.0
1489772231.0,0.0,0.0,0.0
1489772232.0,0.0,0.0,0.0
1489772233.0,0.0,0.0,0.0
1489772234.0,0.0,0.0,0.0
1489772235.0,0.0,0.0,0.0
1489772236.0,0.0,0.0,0.0
1489772237.0,0.0,0.0,0.0
1489772238.0,0.0,0.0,0.0
1489772285.0,0.0,0.0,0.0
1489772286.0,0.0,0.0,0.0
1489772287.0,0.0,0.0,0.0
1489772288.0,0.0,0.0,0.0
1489772289.0,0.0,0.0,0.0
1489772290.0,0.0,0.0,0.0
1489893872.0,0.0,1.0,0.0
1489893873.0,0.0,1.0,0.0
1489893874.0,0.0,1.0,0.0
1489893875.0,0.0,1.0,0.0
1489893876.0,0.0,1.0,0.0
1489897481.0,0.0,1.0,0.0
1489897482.0,0.0,1.0,0.0
1489897483.0,0.0,1.0,0.0
1489897484.0,0.0,1.0,0.0
1489897485.0,0.0,1.0,0.0
1489897486.0,0.0,1.0,0.0
1490030856.0,0.0,0.0,0.0
1490030857.0,0.0,0.0,0.0
1490030858.0,0.0,0.0,0.0
1490030859.0,0.0,0.0,0.0
1490030860.0,0.0,0.0,0.0
1490032195.0,0.0,0.0,0.0
1490032196.0,0.0,0.0,0.0
1490032197.0,0.0,0.0,0.0
1490032198.0,0.0,0.0,0.0
1490032275.0,0.0,0.0,0.0
1490032276.0,0.0,0.0,0.0
1490032277.0,0.0,0.0,0.0
1490032278.0,0.0,0.0,0.0
1490032279.0,0.0,0.0,0.0
1490032280.0,0.0,0.0,0.0
1490086946.0,0.0,0.0,0.0
1490086947.0,0.0,0.0,0.0
1490086948.0,0.0,0.0,0.0
1490086949.0,0.0,0.0,0.0
1490086950.0,0.0,0.0,0.0
1490086951.0,0.0,0.0,0.0
1490150497.0,0.0,0.0,0.0
1490150498.0,0.0,0.0,0.0
1490150499.0,0.0,0.0,0.0
1490150500.0,0.0,0.0,0.0
1490150501.0,0.0,0.0,0.0
1490156781.0,0.0,1.0,0.0
1490156782.0,0.0,1.0,0.0
1490156783.0,0.0,1.0,0.0
1490156784.0,0.0,1.0,0.0
1490156785.0,0.0,1.0,0.0
1490156786.0,0.0,1.0,0.0
1490156787.0,0.0,1.0,0.0
1490156788.0,0.0,0.0,0.0
1490156789.0,0.0,0.0,0.0
1490156790.0,0.0,0.0,0.0
1490156791.0,0.0,0.0,0.0
1490162468.0,0.0,1.0,0.0
1490162469.0,0.0,1.0,0.0
1490162470.0,0.0,1.0,0.0
1490162471.0,0.0,1.0,0.0
1490162472.0,0.0,1.0,0.0
1490162473.0,0.0,1.0,0.0
1490215741.0,0.0,0.0,0.0
1490215742.0,0.0,0.0,0.0
1490215743.0,0.0,0.0,0.0
1490215744.0,0.0,0.0,0.0
1490215745.0,0.0,0.0,0.0
1490217731.0,0.0,0.0,0.0
1490217732.0,0.0,0.0,0.0
1490217733.0,0.0,0.0,0.0
1490217734.0,0.0,0.0,0.0
1490217735.0,0.0,0.0,0.0
1490217892.0,0.0,0.0,0.0
1490217893.0,0.0,0.0,0.0
1490217894.0,0.0,0.0,0.0
1490217895.0,0.0,0.0,0.0
1490217896.0,0.0,0.0,0.0
1490217897.0,0.0,0.0,0.0
1490217898.0,0.0,0.0,0.0
1490217899.0,0.0,0.0,0.0
1490217900.0,0.0,0.0,0.0
1490217901.0,0.0,0.0,0.0
1490217902.0,0.0,0.0,0.0
1490217903.0,0.0,0.0,0.0
1490217904.0,0.0,0.0,0.0
1490217905.0,0.0,0.0,0.0
1490217906.0,0.0,0.0,0.0
1490217907.0,0.0,0.0,0.0
1490225477.0,0.0,1.0,0.0
1490225478.0,0.0,1.0,0.0
1490225479.0,0.0,1.0,0.0
1490225480.0,0.0,1.0,0.0
1490225481.0,0.0,1.0,0.0
1490225482.0,0.0,1.0,0.0
1490226158.0,0.0,1.0,0.0
1490226159.0,0.0,1.0,0.0
1490226160.0,0.0,1.0,0.0
1490226161.0,0.0,1.0,0.0
1490226162.0,0.0,1.0,0.0
1490226163.0,0.0,1.0,0.0
1490226164.0,0.0,1.0,0.0
1490226165.0,0.0,1.0,0.0
1490229486.0,0.0,1.0,0.0
1490229487.0,0.0,1.0,0.0
1490229488.0,0.0,1.0,0.0
1490229489.0,0.0,1.0,0.0
1490229490.0,0.0,1.0,0.0
1490229491.0,0.0,1.0,0.0
1490229492.0,0.0,1.0,0.0
1490229493.0,0.0,1.0,0.0
1490237893.0,0.0,1.0,0.0
1490237894.0,0.0,1.0,0.0
1490237895.0,0.0,1.0,0.0
1490237896.0,0.0,1.0,0.0
1490237897.0,0.0,1.0,0.0
1490237898.0,0.0,1.0,0.0
1490237899.0,0.0,1.0,0.0
1490237900.0,0.0,1.0,0.0
1490237901.0,0.0,1.0,0.0
1490244921.0,0.0,0.0,1.0
1490244922.0,0.0,0.0,1.0
1490244923.0,0.0,0.0,1.0
1490244924.0,0.0,0.0,1.0
1490244925.0,0.0,0.0,1.0
1490244926.0,0.0,0.0,1.0
1490244927.0,0.0,0.0,1.0
1490244928.0,0.0,0.0,1.0
1490244929.0,0.0,0.0,1.0
1490244930.0,0.0,0.0,1.0
1490244931.0,0.0,0.0,1.0
1490260842.0,0.0,0.0,0.0
1490260843.0,0.0,0.0,0.0
1490260844.0,0.0,0.0,0.0
1490260845.0,0.0,0.0,0.0
1490260846.0,0.0,0.0,0.0
1490436005.0,0.0,0.0,0.0
1490436006.0,0.0,0.0,0.0
1490436007.0,0.0,0.0,0.0
1490436008.0,0.0,0.0,0.0
1490436009.0,0.0,0.0,0.0
1490436010.0,0.0,0.0,0.0
1490973132.0,0.0,0.0,0.0
1490973133.0,0.0,0.0,0.0
1490973134.0,0.0,0.0,0.0
1490973135.0,0.0,0.0,0.0
1490973136.0,0.0,0.0,0.0
1491210151.0,0.0,0.0,0.0
1491210152.0,0.0,0.0,0.0
1491210153.0,0.0,0.0,0.0
1491210154.0,0.0,0.0,0.0
1491210155.0,0.0,0.0,0.0
1491210156.0,0.0,0.0,0.0
1491210157.0,0.0,0.0,0.0
1491327588.0,0.0,0.0,0.0
1491327589.0,0.0,0.0,0.0
1491327590.0,0.0,0.0,0.0
1491327591.0,0.0,0.0,0.0
1491327592.0,0.0,0.0,0.0
1491327593.0,0.0,0.0,0.0
1491327594.0,0.0,0.0,0.0
1491327595.0,0.0,0.0,0.0
1491327596.0,0.0,0.0,0.0
1491327597.0,0.0,0.0,0.0
1491327598.0,0.0,0.0,0.0
1491411135.0,0.0,0.0,0.0
1491411136.0,0.0,0.0,0.0
1491411137.0,0.0,0.0,0.0
1491411138.0,0.0,0.0,0.0
1491411139.0,0.0,0.0,0.0
1491411140.0,0.0,0.0,0.0
1491485953.0,0.0,0.0,0.0
1491485954.0,0.0,0.0,0.0
1491485955.0,0.0,0.0,0.0
1491485956.0,0.0,0.0,0.0
1491485957.0,0.0,0.0,0.0
1491489040.0,0.0,0.0,0.0
1491489041.0,0.0,0.0,0.0
1491489042.0,0.0,0.0,0.0
1491489043.0,0.0,0.0,0.0
1491489044.0,0.0,0.0,0.0
1491491910.0,0.0,0.0,0.0
1491491911.0,0.0,0.0,0.0
1491491912.0,0.0,0.0,0.0
1491491913.0,0.0,0.0,0.0
1491491914.0,0.0,0.0,0.0
1491491915.0,0.0,0.0,0.0
1491492864.0,0.0,0.0,0.0
1491492865.0,0.0,0.0,0.0
1491492866.0,0.0,0.0,0.0
1491492867.0,0.0,0.0,0.0
1491492868.0,0.0,0.0,0.0
1491844709.0,0.0,0.0,0.0
1491844710.0,0.0,0.0,0.0
1491844711.0,0.0,0.0,0.0
1491844712.0,0.0,0.0,0.0
1491844713.0,0.0,0.0,0.0
1492011068.0,0.0,0.0,0.0
1492011069.0,0.0,0.0,0.0
1492011070.0,0.0,0.0,0.0
1492011071.0,0.0,0.0,0.0
1492011072.0,0.0,0.0,0.0
1492034727.0,0.0,0.0,0.0
1492034728.0,0.0,0.0,0.0
1492034729.0,0.0,0.0,0.0
1492034730.0,0.0,0.0,0.0
1492034731.0,0.0,0.0,0.0
1492034732.0,0.0,0.0,0.0
1492034733.0,0.0,0.0,0.0
1492034734.0,0.0,0.0,0.0
1492034735.0,0.0,0.0,0.0
1492066057.0,0.0,0.0,0.0
1492066058.0,0.0,0.0,0.0
1492066059.0,0.0,0.0,0.0
1492066060.0,0.0,0.0,0.0
1492066061.0,0.0,0.0,0.0
1492066062.0,0.0,0.0,0.0
1492066063.0,0.0,0.0,0.0
1492097480.0,0.0,0.0,0.0
1492097481.0,0.0,0.0,0.0
1492097482.0,0.0,0.0,0.0
1492097483.0,0.0,0.0,0.0
1492097484.0,0.0,0.0,0.0
1492102978.0,0.0,0.0,0.0
1492102979.0,0.0,0.0,0.0
1492102980.0,0.0,0.0,0.0
1492102981.0,0.0,0.0,0.0
1492102982.0,0.0,0.0,0.0
1492104422.0,0.0,0.0,0.0
1492104423.0,0.0,0.0,0.0
1492104424.0,0.0,0.0,0.0
1492104425.0,0.0,0.0,0.0
1492104426.0,0.0,0.0,0.0
1492107268.0,0.0,0.0,0.0
1492107269.0,0.0,0.0,0.0
1492107270.0,0.0,0.0,0.0
1492107271.0,0.0,0.0,0.0
1492107272.0,0.0,0.0,0.0
1492108224.0,0.0,0.0,0.0
1492108225.0,0.0,0.0,0.0
1492108226.0,0.0,0.0,0.0
